gift_idea,average_price_gbp,average_rating,main_categories,sub_categories,num_products
Resmed Airmini Filter,27.888663494809688,3.946559849198869,"['beauty & health', 'stores', 'pet supplies', ""kids' fashion"", 'appliances', 'bags & luggage', ""women's clothing"", 'industrial supplies', 'car & motorbike', 'music', 'grocery & gourmet foods', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'Ethnic Wear', 'All Appliances', 'Home Audio & Theater', 'Camera Accessories', 'Janitorial & Sanitation Supplies', 'Heating & Cooling Appliances', 'All Electronics', 'Car Parts', 'Speakers', 'All Grocery & Gourmet Foods', 'Amazon Fashion', ""Men's Fashion"", 'Coffee, Tea & Beverages', 'All Pet Supplies', 'School Bags', 'Lab & Scientific', 'Kitchen & Home Appliances', 'Travel Accessories', 'Car Electronics', 'All Home & Kitchen', 'Home Entertainment Systems', 'Security Cameras', 'Home Décor', 'All Car & Motorbike Products', 'Musical Instruments & Professional Audio', 'Car Accessories', 'Snack Foods', 'Refrigerators', 'Air Conditioners', 'Washing Machines', 'Home Improvement', 'Car & Bike Care', 'Cameras', 'Kitchen Storage & Containers', 'Garden & Outdoors', 'Clothing', 'Industrial & Scientific Supplies', 'Make-up', 'Motorbike Accessories & Parts', 'Test, Measure & Inspect', ""Women's Fashion"", 'Sewing & Craft Supplies']",4684
Rkr �Hair Rollers Curlers,24.073859275053305,3.859259259259259,"['beauty & health', 'stores', 'pet supplies', ""kids' fashion"", 'bags & luggage', 'appliances', ""men's clothing"", ""women's clothing"", 'industrial supplies', ""men's shoes"", 'sports & fitness', 'toys & baby products', 'grocery & gourmet foods', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'Ethnic Wear', 'All Appliances', 'Janitorial & Sanitation Supplies', 'Luxury Beauty', 'All Electronics', 'All Grocery & Gourmet Foods', 'Amazon Fashion', 'Toys & Games', 'Cycling', 'Coffee, Tea & Beverages', 'All Pet Supplies', 'Running', ""Men's Fashion"", 'Western Wear', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Kitchen & Home Appliances', 'Baby Bath, Skin & Grooming', 'Health & Personal Care', 'Travel Accessories', 'Rucksacks', 'Furniture', 'Badminton', 'Bedroom Linen', 'All Home & Kitchen', 'All Exercise & Fitness', 'Gold & Diamond Jewellery', 'Home Furnishing', 'Kitchen & Dining', 'Home Décor', ""Kids' Clothing"", 'Lingerie & Nightwear', 'Household Supplies', 'Baby Fashion', ""Kids' Fashion"", 'Casual Shoes', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Snack Foods', 'Camping & Hiking', 'Beauty & Grooming', 'Dog supplies', 'Value Bazaar', 'Baby Products', 'Home Improvement', 'Jewellery', 'Diet & Nutrition', 'Home Storage', 'Personal Care Appliances', 'Fitness Accessories', 'Garden & Outdoors', 'Clothing', 'Industrial & Scientific Supplies', 'Innerwear', 'Make-up', 'Backpacks', ""Women's Fashion"", 'Sewing & Craft Supplies']",7772
Romeo Rossi Mens Cotton Breif,10.069754233608338,3.828576728082107,"['beauty & health', 'stores', ""kids' fashion"", 'appliances', 'bags & luggage', ""men's clothing"", ""women's clothing"", 'industrial supplies', ""men's shoes"", 'car & motorbike', 'sports & fitness', 'toys & baby products', 'grocery & gourmet foods', 'accessories', 'music', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'Ethnic Wear', 'Cricket', 'T-shirts & Polos', 'All Electronics', 'All Grocery & Gourmet Foods', 'Amazon Fashion', ""Men's Fashion"", 'Cycling', 'Coffee, Tea & Beverages', 'Football', 'Running', 'Western Wear', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Kitchen & Home Appliances', 'Baby Bath, Skin & Grooming', 'Health & Personal Care', 'Travel Accessories', 'Furniture', 'Bedroom Linen', 'All Exercise & Fitness', 'Nursing & Feeding', 'Home Furnishing', 'Sportswear', 'Diapers', ""Kids' Clothing"", 'All Car & Motorbike Products', 'Wallets', 'Lingerie & Nightwear', 'Household Supplies', 'Musical Instruments & Professional Audio', 'Baby Fashion', 'The Designer Boutique', ""Kids' Fashion"", 'Casual Shoes', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Snack Foods', 'Camping & Hiking', 'Beauty & Grooming', 'Jeans', 'Home Improvement', 'Car & Bike Care', 'Jewellery', 'Diet & Nutrition', 'Shirts', 'Make-up', 'Garden & Outdoors', 'Clothing', 'Innerwear', 'Sports Shoes', 'Motorbike Accessories & Parts', 'Yoga', 'Test, Measure & Inspect', ""Women's Fashion"", 'Sewing & Craft Supplies']",23370
Salomon Mens Speedcross 5 Sneaker,36.486911257447474,3.7467509025270753,"['stores', ""women's shoes"", ""kids' fashion"", ""men's shoes"", 'sports & fitness', 'accessories']","['Bags & Luggage', 'Amazon Fashion', ""Men's Fashion"", 'Football', 'Running', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Fashion Sandals', 'Badminton', 'Shoes', 'All Exercise & Fitness', 'Ballerinas', 'Sportswear', 'Baby Fashion', 'The Designer Boutique', ""Kids' Fashion"", 'Casual Shoes', 'Handbags & Clutches', 'Fashion Sales & Deals', 'Sports Shoes', ""Kids' Shoes"", ""Women's Fashion""]",6580
"Salomon, Sonic 3 Confidence Men'S Running Shoe",57.719894711067575,3.9641265741039713,"['stores', ""kids' fashion"", ""women's shoes"", 'bags & luggage', ""men's shoes"", 'sports & fitness', 'accessories']","['Formal Shoes', 'Baby Fashion', ""Kids' Fashion"", 'Casual Shoes', 'Sports Shoes', 'Handbags & Clutches', 'Backpacks', 'Amazon Fashion', ""Men's Fashion"", 'Shoes', 'All Exercise & Fitness', 'Running', ""Kids' Shoes"", 'All Sports, Fitness & Outdoors', 'Sportswear', ""Women's Fashion""]",8462
Server Mens Loafers Shoes 5085-86-87 Loafer,26.905237493683682,3.502843394575678,"['stores', ""kids' fashion"", ""women's shoes"", ""men's shoes"", 'sports & fitness', 'accessories']","['The Designer Boutique', ""Kids' Fashion"", 'Casual Shoes', 'Ballerinas', 'Sports Shoes', 'Handbags & Clutches', 'Amazon Fashion', ""Men's Fashion"", 'Shoes', ""Kids' Shoes"", 'All Sports, Fitness & Outdoors', 'Formal Shoes', ""Women's Fashion""]",8150
Shezone Women'S Flat,22.73063205417607,3.7147812971342384,"['beauty & health', 'stores', 'pet supplies', ""women's shoes"", ""kids' fashion"", 'appliances', 'bags & luggage', ""men's clothing"", ""women's clothing"", 'industrial supplies', ""men's shoes"", 'car & motorbike', 'sports & fitness', 'toys & baby products', 'music', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'All Appliances', 'Camera Accessories', 'Janitorial & Sanitation Supplies', 'All Electronics', 'Western Wear', 'Amazon Fashion', ""Men's Fashion"", 'Cycling', 'All Pet Supplies', 'Football', 'Sunglasses', 'Running', 'All Sports, Fitness & Outdoors', 'Lab & Scientific', 'Formal Shoes', 'Kitchen & Home Appliances', 'Fashion Sandals', 'Travel Accessories', 'Bedroom Linen', 'Shoes', 'All Exercise & Fitness', 'Nursing & Feeding', 'Home Entertainment Systems', 'Home Furnishing', 'Kitchen & Dining', 'Strollers & Prams', 'Sportswear', 'Ballerinas', 'Security Cameras', ""Kids' Clothing"", 'All Car & Motorbike Products', 'Musical Instruments & Professional Audio', 'Lingerie & Nightwear', 'Car Accessories', 'Strength Training', 'Baby Fashion', 'The Designer Boutique', ""Kids' Fashion"", 'Casual Shoes', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Camping & Hiking', 'Jeans', 'Home Improvement', 'Jewellery', 'Cameras', 'Diet & Nutrition', 'Personal Care Appliances', 'Make-up', 'Garden & Outdoors', 'Clothing', 'Headphones', 'Sports Shoes', 'Yoga', 'Test, Measure & Inspect', ""Kids' Shoes"", ""Women's Fashion"", 'Sewing & Craft Supplies']",2810
Shomex Backdrop Photo Light Studio Photography Background White Backdrop Background For Photography Backdrop Photoshoot Ba...,15.224323589394968,3.912268518518519,"['accessories', 'tv, audio & cameras', 'home & kitchen']","['Cameras', 'Bags & Luggage', 'Camera Accessories', 'All Electronics', 'Home Furnishing', 'Home Décor']",2946
Shopnet Wireless Bluetooth Speaker Tg113 For Bentley Continental Ultra Boost Bass With Dj Sound Portable Home Speaker With...,14.339208357857563,3.485217391304348,"['tv, audio & cameras']","['Speakers', 'All Electronics']",6810
Silgo .925 Sterling Silver Cubic-Zirconia Ring For Women,33.28428759028234,3.971224018475751,"['stores', ""kids' fashion"", 'industrial supplies', 'toys & baby products', 'accessories']","['Baby Fashion', 'The Designer Boutique', 'Baby Bath, Skin & Grooming', ""Kids' Fashion"", 'Watches', 'Fashion & Silver Jewellery', 'Amazon Fashion', ""Men's Fashion"", 'Gold & Diamond Jewellery', 'Lab & Scientific', ""Women's Fashion"", 'Jewellery']",6376
Siovs 1080P Home Security Cctv Camera Wifi Hd Ip Dome Camera Night Vision Security Camera,53.023554388268764,3.4003598560575767,"['industrial supplies', 'car & motorbike', 'tv, audio & cameras', 'home & kitchen']","['Cameras', 'Home Audio & Theater', 'Camera Accessories', 'Industrial & Scientific Supplies', 'Car Electronics', 'All Electronics', 'Speakers', 'All Home & Kitchen', 'Home Entertainment Systems', 'Security Cameras', 'Home Improvement']",9814
Skyben Regular Fit T-Shirt T-Shirt,10.872214857428714,3.84670301584597,"['stores', 'pet supplies', ""kids' fashion"", ""men's clothing"", ""women's clothing"", ""men's shoes"", 'sports & fitness', 'toys & baby products', 'music', 'home & kitchen']","['Ethnic Wear', 'Cricket', 'T-shirts & Polos', 'Western Wear', 'Amazon Fashion', ""Men's Fashion"", 'Cycling', 'All Pet Supplies', 'Football', 'Running', 'All Sports, Fitness & Outdoors', 'Badminton', 'All Exercise & Fitness', 'Sportswear', ""Kids' Clothing"", 'Musical Instruments & Professional Audio', 'Lingerie & Nightwear', 'Baby Fashion', 'The Designer Boutique', ""Kids' Fashion"", 'Casual Shoes', 'Camping & Hiking', 'Jeans', 'Dog supplies', 'Baby Products', 'Shirts', 'Clothing', 'Innerwear', 'Sports Shoes', 'Yoga', ""Women's Fashion"", 'Sewing & Craft Supplies']",16146
Skyish Shoe For Men'S,48.83888593661036,3.8746094946401226,"['beauty & health', 'stores', ""women's shoes"", ""kids' fashion"", 'appliances', 'bags & luggage', 'industrial supplies', ""men's shoes"", 'car & motorbike', 'sports & fitness', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'Cricket', 'All Appliances', 'Camera Accessories', 'Heating & Cooling Appliances', 'Car Parts', 'Amazon Fashion', ""Men's Fashion"", 'Football', 'Running', 'School Bags', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Kitchen & Home Appliances', 'Fashion Sandals', 'Health & Personal Care', 'Travel Accessories', 'Furniture', 'Badminton', 'All Home & Kitchen', 'Shoes', 'All Exercise & Fitness', 'Home Décor', 'Sportswear', 'Ballerinas', 'All Car & Motorbike Products', 'Household Supplies', 'Baby Fashion', ""Kids' Fashion"", 'Casual Shoes', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Washing Machines', 'Car & Bike Care', 'Jewellery', 'Cameras', 'Home Storage', 'Industrial & Scientific Supplies', 'Sports Shoes', 'Backpacks', ""Kids' Shoes"", ""Women's Fashion""]",11072
Skywall 101.6 Cm Full Hd Led Smart Tv 40Swfhs,427.5728781204112,4.067821782178218,"['stores', 'appliances', 'bags & luggage', 'industrial supplies', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Home Entertainment Systems', 'Bags & Luggage', 'Cameras', 'All Appliances', 'Suitcases & Trolley Bags', 'Camera Accessories', 'Home Audio & Theater', 'Industrial & Scientific Supplies', 'All Electronics', 'Speakers', 'Amazon Fashion', 'All Home & Kitchen', 'Televisions', 'Indoor Lighting']",3496
Sling Bag Crossbody Bag Sider Sling Bag Men Women'S Sling Bag,18.260214917825536,3.9192612687813018,"['stores', ""women's shoes"", 'bags & luggage', ""kids' fashion"", ""men's shoes"", 'sports & fitness', 'toys & baby products', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'Camera Accessories', 'All Electronics', 'Amazon Fashion', ""Men's Fashion"", 'School Bags', 'All Sports, Fitness & Outdoors', 'Fashion Sandals', 'Travel Accessories', 'Rucksacks', 'Travel Duffles', 'Shoes', 'Diapers', 'Wallets', 'The Designer Boutique', ""Kids' Fashion"", 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Camping & Hiking', 'Cameras', 'Fashion Sales & Deals', 'Sports Shoes', 'Backpacks', ""Kids' Shoes"", ""Women's Fashion"", 'Sewing & Craft Supplies']",12808
Soxco Men'S Ankle Length Cotton Socks,210.9510394932936,3.8164039408866994,"['beauty & health', 'stores', 'pet supplies', ""women's shoes"", ""kids' fashion"", 'bags & luggage', ""men's clothing"", ""women's clothing"", ""men's shoes"", 'car & motorbike', 'sports & fitness', 'toys & baby products', 'accessories', 'home & kitchen']","['Bags & Luggage', 'Ethnic Wear', 'Cricket', 'Western Wear', 'Amazon Fashion', ""Men's Fashion"", 'Cycling', 'All Pet Supplies', 'Football', 'Sunglasses', 'Running', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Fashion Sandals', 'Shoes', 'All Exercise & Fitness', 'Strollers & Prams', 'Sportswear', 'Ballerinas', ""Kids' Clothing"", 'Wallets', 'Lingerie & Nightwear', 'Strength Training', 'Baby Fashion', 'The Designer Boutique', ""Kids' Fashion"", 'Casual Shoes', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Beauty & Grooming', 'Jeans', 'Dog supplies', 'Baby Products', 'Diet & Nutrition', 'Home Storage', 'Fashion Sales & Deals', 'Fitness Accessories', 'Clothing', 'Innerwear', 'Sports Shoes', 'Motorbike Accessories & Parts', 'Yoga', ""Kids' Shoes"", ""Women's Fashion""]",5604
Spy Camera|Spy Camera For Bathroom|Spy Camera For Home|Spy Camera Audio Video Recording|Spy Camera Button|Spy Camera For H...,88.52965809333128,3.6134615384615385,"['beauty & health', 'stores', 'home, kitchen, pets', ""kids' fashion"", 'appliances', 'bags & luggage', 'industrial supplies', 'car & motorbike', 'sports & fitness', 'toys & baby products', 'music', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'Camera Accessories', 'Heating & Cooling Appliances', 'All Electronics', 'Car Parts', 'Speakers', 'Amazon Fashion', 'Toys & Games', 'Cycling', 'Televisions', 'Refurbished & Open Box', 'School Bags', 'All Sports, Fitness & Outdoors', 'Watches', 'Health & Personal Care', 'Car Electronics', 'All Home & Kitchen', 'Nursing & Feeding', 'Home Entertainment Systems', 'Security Cameras', 'All Car & Motorbike Products', 'Musical Instruments & Professional Audio', 'Handbags & Clutches', 'Refrigerators', 'Home Improvement', 'Jewellery', 'Cameras', 'Make-up', 'Industrial & Scientific Supplies', 'Backpacks', 'Test, Measure & Inspect', ""Women's Fashion""]",13898
Star 1.5 Ton 5 Star Inverter Split Ac,383.297663507109,3.972262773722628,"['beauty & health', 'stores', 'home, kitchen, pets', 'appliances', 'bags & luggage', ""men's clothing"", ""women's clothing"", 'car & motorbike', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'All Appliances', 'T-shirts & Polos', 'Heating & Cooling Appliances', 'All Electronics', 'Western Wear', 'Amazon Fashion', 'Refurbished & Open Box', 'Kitchen & Home Appliances', 'Travel Accessories', 'Car Electronics', 'All Home & Kitchen', 'Home Entertainment Systems', 'Lingerie & Nightwear', 'Household Supplies', 'Air Conditioners', 'Refrigerators', 'Washing Machines', 'Jewellery', 'Clothing', 'Innerwear']",5352
Takshila Gems® Natural Bloodstone / Pitonia Stone Lab Certified 7.25 Ratti / 6.52 Carat Gemstone,58.155118122474356,3.617477328936521,"['beauty & health', 'stores', ""kids' fashion"", 'music', 'grocery & gourmet foods', 'accessories', 'home & kitchen']","['Musical Instruments & Professional Audio', 'Diet & Nutrition', 'Household Supplies', 'Make-up', ""Kids' Fashion"", 'Fashion & Silver Jewellery', 'All Grocery & Gourmet Foods', 'Amazon Fashion', ""Men's Fashion"", 'Beauty & Grooming', 'Gold & Diamond Jewellery', 'Home Décor', ""Women's Fashion"", 'Jewellery']",13004
Tanvi J Gold Plated Laminated Pola For Women,19.38080825208422,3.7955543652919124,"['beauty & health', 'stores', ""kids' fashion"", 'appliances', 'bags & luggage', ""men's clothing"", ""women's clothing"", 'industrial supplies', ""men's shoes"", 'car & motorbike', 'grocery & gourmet foods', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'Ethnic Wear', 'All Appliances', 'All Electronics', 'Amazon Fashion', ""Men's Fashion"", 'Coffee, Tea & Beverages', 'Lab & Scientific', 'Indoor Lighting', 'Watches', 'Kitchen & Home Appliances', 'Travel Accessories', 'Gold & Diamond Jewellery', 'Home Entertainment Systems', 'Home Décor', ""Kids' Clothing"", 'Wallets', 'Car Accessories', 'Baby Fashion', 'The Designer Boutique', ""Kids' Fashion"", 'Casual Shoes', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Beauty & Grooming', 'Home Improvement', 'Jewellery', 'Personal Care Appliances', 'Clothing', 'Headphones', 'Innerwear', 'Test, Measure & Inspect', ""Kids' Shoes"", ""Women's Fashion"", 'Sewing & Craft Supplies']",14370
Tommy Hilfiger,44.345422993492406,4.103232323232323,"['stores', ""kids' fashion"", 'bags & luggage', ""men's clothing"", ""women's clothing"", ""men's shoes"", 'sports & fitness', 'accessories', 'tv, audio & cameras']","['Bags & Luggage', 'T-shirts & Polos', 'All Electronics', 'Western Wear', 'Amazon Fashion', ""Men's Fashion"", 'Sunglasses', 'School Bags', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Watches', 'Suitcases & Trolley Bags', 'Travel Accessories', 'Sportswear', 'Wallets', ""Kids' Fashion"", 'Casual Shoes', 'Handbags & Clutches', 'Jeans', 'Shirts', 'Innerwear', 'Backpacks', ""Women's Fashion""]",1858
Us Polo Assn. Men'S Cottontrunks,20.113730017761988,3.816634050880626,"['stores', ""kids' fashion"", 'bags & luggage', ""women's shoes"", ""men's clothing"", ""women's clothing"", ""men's shoes"", 'car & motorbike', 'sports & fitness', 'accessories']","['Bags & Luggage', 'Cricket', 'T-shirts & Polos', 'Western Wear', ""Men's Fashion"", 'Cycling', 'Football', 'Running', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Watches', 'Car Electronics', 'All Exercise & Fitness', 'Ballerinas', 'Sportswear', ""Kids' Clothing"", 'Wallets', 'Baby Fashion', ""Kids' Fashion"", 'Casual Shoes', 'Jeans', 'Shirts', 'Clothing', 'Innerwear', 'Sports Shoes']",7914
Van Heusen Women'S Top (Vwtsfrgh254222_Black_X-Small,14.303597671880683,3.9688113413304253,"['stores', ""women's shoes"", ""kids' fashion"", 'bags & luggage', ""men's clothing"", ""women's clothing"", ""men's shoes"", 'sports & fitness', 'accessories', 'home & kitchen']","['Bags & Luggage', 'Ethnic Wear', 'Cricket', 'T-shirts & Polos', 'Western Wear', 'Amazon Fashion', ""Men's Fashion"", 'Cycling', 'Football', 'Running', 'School Bags', 'All Sports, Fitness & Outdoors', 'Formal Shoes', 'Fashion Sandals', 'Travel Accessories', 'Shoes', 'All Exercise & Fitness', 'Home Furnishing', 'Sportswear', 'Wallets', 'Lingerie & Nightwear', 'Casual Shoes', 'Handbags & Clutches', 'Jeans', 'Shirts', 'Clothing', 'Innerwear', 'Backpacks', 'Yoga', ""Women's Fashion""]",5516
"Vinanti Travel Bag Waterproof Foldable Travel Luggage Bag For Unisex Luggage Travel, Sport Handbags,Set Of 1",45.9887899050906,3.9538295243977766,"['beauty & health', 'stores', 'pet supplies', ""kids' fashion"", 'bags & luggage', 'appliances', ""men's clothing"", ""women's clothing"", 'industrial supplies', ""men's shoes"", 'car & motorbike', 'sports & fitness', 'toys & baby products', 'grocery & gourmet foods', 'accessories', 'music', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'All Appliances', 'Camera Accessories', 'T-shirts & Polos', 'Luxury Beauty', 'All Electronics', 'Heating & Cooling Appliances', 'Speakers', 'Amazon Fashion', 'Toys & Games', ""Men's Fashion"", 'Coffee, Tea & Beverages', 'School Bags', 'All Sports, Fitness & Outdoors', 'Kitchen & Home Appliances', 'Suitcases & Trolley Bags', 'Health & Personal Care', 'Travel Accessories', 'Rucksacks', 'Furniture', 'Travel Duffles', 'Bedroom Linen', 'All Home & Kitchen', 'All Exercise & Fitness', 'Nursing & Feeding', 'Home Entertainment Systems', 'Security Cameras', 'Kitchen & Dining', 'Strollers & Prams', 'Sportswear', 'Home Décor', 'Diapers', 'All Car & Motorbike Products', 'Wallets', 'Lingerie & Nightwear', 'Car Accessories', 'Musical Instruments & Professional Audio', 'The Designer Boutique', 'Casual Shoes', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Camping & Hiking', 'Beauty & Grooming', 'Refrigerators', 'Washing Machines', 'Dog supplies', 'Baby Products', 'Cameras', 'Home Storage', 'Personal Care Appliances', 'Kitchen Storage & Containers', 'Make-up', 'Clothing', 'Industrial & Scientific Supplies', 'Backpacks', 'Motorbike Accessories & Parts', 'Test, Measure & Inspect', ""Women's Fashion""]",9600
Virja Analogue Dial Women'S & Girls Watch Mt-Meena,19.860949868073877,3.599044453676776,"['beauty & health', 'stores', ""kids' fashion"", 'bags & luggage', 'industrial supplies', 'music', 'accessories']","[""Kids' Watches"", 'Musical Instruments & Professional Audio', ""Kids' Fashion"", 'Fashion & Silver Jewellery', 'Backpacks', 'Amazon Fashion', ""Men's Fashion"", 'Beauty & Grooming', 'Test, Measure & Inspect', 'Watches', ""Women's Fashion""]",7670
Vnq Remote Compatible With Lloyd/Videocon/Voltas/Blue Star/Carrier Ac Remote Control,12.49757215114549,3.87482782369146,"['beauty & health', 'appliances', 'car & motorbike', 'toys & baby products', 'tv, audio & cameras', 'home & kitchen']","['All Appliances', 'Toys Gifting Store', 'Camera Accessories', 'Home Audio & Theater', 'Luxury Beauty', 'All Electronics', 'Heating & Cooling Appliances', 'Speakers', 'Toys & Games', 'Televisions', 'Indoor Lighting', 'Kitchen & Home Appliances', 'Car Electronics', 'All Home & Kitchen', 'Home Entertainment Systems', 'Security Cameras', 'All Car & Motorbike Products', 'Car Accessories', 'Home Improvement', 'Cameras', 'Headphones', 'Motorbike Accessories & Parts']",6794
World Wear Footwear Men'S _1217-1077) Multicolor Casual Sneakers Running Shoes 7 Uk,10.156268292682928,3.3040404040404043,"['stores', ""kids' fashion"", ""women's shoes"", ""men's shoes"", 'sports & fitness', 'grocery & gourmet foods']","['Casual Shoes', 'Sports Shoes', 'All Grocery & Gourmet Foods', ""Men's Fashion"", 'Shoes', 'Running', ""Kids' Shoes""]",4194
Wrangler Men'S Slim Jeans (Wmjn005520_Light Indigo,27.082954014029617,3.6496503496503494,"[""men's shoes"", 'stores', ""men's clothing"", ""women's clothing""]","['Shirts', 'T-shirts & Polos', 'Casual Shoes', 'Western Wear', ""Men's Fashion"", 'Jeans']",2624
Xordux Tripod Mount Adapter For Mobile Phone | Mobile Holder Clip For Tripod Stand | Tripod Mobile Mount With 360 Degree R...,18.84797511312217,3.8737679269882657,"['beauty & health', 'stores', 'appliances', 'bags & luggage', 'industrial supplies', 'car & motorbike', 'sports & fitness', 'toys & baby products', 'music', 'accessories', 'tv, audio & cameras', 'home & kitchen']","['Bags & Luggage', 'All Appliances', 'Camera Accessories', 'Janitorial & Sanitation Supplies', 'Heating & Cooling Appliances', 'All Electronics', 'Car Parts', 'Speakers', 'Amazon Fashion', 'Toys & Games', 'Cycling', ""Men's Fashion"", 'Running', 'Televisions', 'All Sports, Fitness & Outdoors', 'Lab & Scientific', 'Indoor Lighting', 'Kitchen & Home Appliances', 'Baby Bath, Skin & Grooming', 'Travel Accessories', 'Rucksacks', 'Furniture', 'Car Electronics', 'All Home & Kitchen', 'All Exercise & Fitness', 'Home Entertainment Systems', 'Home Furnishing', 'Security Cameras', 'Kitchen & Dining', 'Strollers & Prams', 'Home Décor', 'All Car & Motorbike Products', 'Wallets', 'Musical Instruments & Professional Audio', 'Strength Training', 'Fashion & Silver Jewellery', 'Handbags & Clutches', 'Camping & Hiking', 'Refrigerators', 'Air Conditioners', 'Washing Machines', 'Baby Products', 'Home Improvement', 'Jewellery', 'Cameras', 'Home Storage', 'Personal Care Appliances', 'Kitchen Storage & Containers', 'Garden & Outdoors', 'Industrial & Scientific Supplies', 'Fitness Accessories', 'Make-up', 'Headphones', 'Backpacks', 'Motorbike Accessories & Parts', 'Test, Measure & Inspect', 'Sewing & Craft Supplies']",8944
Zaveri Pearls Gold Tone Kundan & Pearls Choker Necklace & Earring Set For Women-Zpfk9656,22.46020208604954,3.8994971264367817,"['beauty & health', 'stores', ""kids' fashion"", 'toys & baby products', 'grocery & gourmet foods', 'accessories']","['Diet & Nutrition', ""Kids' Fashion"", 'Fashion & Silver Jewellery', 'Toys & Games', 'Amazon Fashion', 'Beauty & Grooming', 'Coffee, Tea & Beverages', ""Men's Fashion"", 'Watches', ""Women's Fashion"", 'Jewellery']",3072
Zeya Yellow Gold Ring,210.96032880629022,4.1647058823529415,"[""men's shoes"", 'accessories']","['Sports Shoes', 'Handbags & Clutches', 'Fashion & Silver Jewellery', 'Gold & Diamond Jewellery', 'Jewellery']",2922
